price;seller;fue;gear;miles;year_model;type;wheels;hpower;color;engine;date_traffic;brand;model;region;;
15900;Företag;Bensin;Manuell;29400;2003;Kombi;Tvåhjulsdriven;200;Ljusgrå;1948;2002-09-23;Volvo;V40;Halland;;
349000;Företag;El;Automat;5498;2023;SUV;Tvåhjulsdriven;234;Grå;NA;2023-03-31;Volvo;C40;Halland;;
289800;Företag;Bensin;Automat;5127;2020;Sedan;Tvåhjulsdriven;191;Svart;1969;2020-01-27;Volvo;S60;Halland;;
169800;Företag;Bensin;Automat;19026;2013;Kombi;Fyrhjulsdriven;330;Svart;2953;2012-08-10;Volvo;V60;Halland;;
94800;Företag;Diesel;Manuell;22810;2014;Halvkombi;Tvåhjulsdriven;116;Grå;1560;2013-12-02;Volvo;V40;Halland;;
99900;Företag;Bensin;Automat;20700;2013;Kombi;Tvåhjulsdriven;180;Svart;1596;2012-10-11;Volvo;V70;Halland;;
114900;Företag;Diesel;Manuell;11528;2014;Halvkombi;Tvåhjulsdriven;116;Svart;1560;2013-12-13;Volvo;V40;Halland;;
43500;Privat;Diesel;Manuell;32945;2008;Kombi;Tvåhjulsdriven;164;Svart;2400;2008-06-16;Volvo;V70;Halland;;
419000;Företag;Miljöbränsle/Hybrid;Automat;3815;2023;SUV;Tvåhjulsdriven;266;Ljusgrå;1477;2023-05-16;Volvo;XC40;Halland;;
449000;Företag;Diesel;Automat;12289;2019;SUV;Tvåhjulsdriven;238;Svart;1969;2019-05-03;Volvo;XC90;Halland;;
239900;Företag;Diesel;Automat;16043;2017;SUV;Fyrhjulsdriven;191;Vit;2400;2017-01-03;Volvo;XC60;Halland;;
299900;Företag;Bensin;Automat;9584;2021;SUV;Tvåhjulsdriven;198;Silver;1969;2021-06-10;Volvo;XC40;Halland;;
279000;Privat;Miljöbränsle/Hybrid;Automat;14962;2020;Kombi;Fyrhjulsdriven;340;Vit;1969;2020-06-12;Volvo;V60;Halland;;
80000;Privat;Diesel;Automat;28354;2011;Kombi;Tvåhjulsdriven;206;Vit;2400;2010-10-18;Volvo;V70;Halland;;
73000;Privat;Diesel;Automat;31174;2013;Kombi;Tvåhjulsdriven;116;Svart;1560;2012-09-21;Volvo;V60;Halland;;
309000;Privat;Diesel;Automat;11219;2018;Kombi;Fyrhjulsdriven;191;Grå;1969;2018-02-05;Volvo;V90 Cross Country;Halland;;
14000;Privat;Bensin;Manuell;32661;2007;Sedan;Tvåhjulsdriven;101;Blå;1596;2006-10-25;Volvo;S40;Halland;;
164500;Företag;Diesel;Automat;15400;2012;SUV;Fyrhjulsdriven;164;Blå;2400;2011-12-06;Volvo;XC60;Halland;;
24000;Privat;Bensin;Automat;28073;2005;Kombi;Tvåhjulsdriven;141;Röd;2435;2005-02-07;Volvo;V50;Halland;;
329900;Företag;Diesel;Automat;8085;2019;Kombi;Fyrhjulsdriven;200;Mörkblå;1969;2019-07-15;Volvo;V90;Halland;;
349000;Företag;El;Automat;5850;2023;SUV;Tvåhjulsdriven;232;Svart;NA;2022-12-13;Volvo;C40;Halland;;
249000;Företag;Diesel;Automat;9170;2017;Kombi;Fyrhjulsdriven;150;Ljusbrun;1969;2017-04-28;Volvo;V90;Halland;;
289000;Företag;Diesel;Automat;6200;2019;Kombi;Tvåhjulsdriven;191;Mörkblå;1969;2019-08-05;Volvo;V60;Halland;;
279900;Företag;Diesel;Automat;13321;2018;Kombi;Fyrhjulsdriven;191;Silver;1969;2017-06-07;Volvo;V90;Halland;;
424900;Företag;Bensin;Automat;4137;2020;SUV;Fyrhjulsdriven;251;Grå;1969;2019-06-05;Volvo;XC60;Halland;;
184800;Företag;Diesel;Automat;15387;2017;SUV;Tvåhjulsdriven;150;Grå;1969;2016-09-13;Volvo;XC60;Halland;;
299800;Företag;Diesel;Automat;14731;2018;Kombi;Fyrhjulsdriven;191;Svart;1969;2017-07-06;Volvo;V90 Cross Country;Halland;;
254800;Företag;Bensin;Manuell;6736;2019;SUV;Tvåhjulsdriven;157;Silver;1477;2019-08-26;Volvo;XC40;Halland;;
134800;Företag;Bensin;Manuell;18121;2017;Halvkombi;Tvåhjulsdriven;123;Vit;1969;2016-11-08;Volvo;V40;Halland;;
29900;Företag;Bensin;Manuell;24500;2001;Kombi;Tvåhjulsdriven;170;Ljusgrå;NA;2000-11-07;Volvo;V70;Halland;;
369900;Företag;El;Automat;5300;2022;SUV;Tvåhjulsdriven;234;Vit;NA;2022-04-01;Volvo;XC40;Halland;;
279900;Företag;Bensin;Automat;8367;2020;Kombi;Tvåhjulsdriven;192;Grå;1969;2020-04-14;Volvo;V60;Halland;;
109900;Företag;Diesel;Manuell;17906;2013;Halvkombi;Tvåhjulsdriven;150;Svart;1984;2012-11-22;Volvo;V40;Halland;;
29900;Företag;Bensin;Manuell;29999;2010;Sedan;Tvåhjulsdriven;109;Grå;1560;2010-06-16;Volvo;S40;Halland;;
84900;Företag;Diesel;Automat;25637;2012;Kombi;Tvåhjulsdriven;116;Silver;1560;2012-04-19;Volvo;V60;Halland;;
95000;Privat;Diesel;Manuell;17579;2012;Kombi;Tvåhjulsdriven;116;Grå;1560;2012-01-31;Volvo;V70;Halland;;
249900;Företag;Diesel;Automat;16846;2017;Kombi;Tvåhjulsdriven;150;Svart;1969;2017-03-31;Volvo;V90;Halland;;
89900;Företag;Diesel;Automat;20053;2008;Kombi;Tvåhjulsdriven;185;Grå;2400;2007-07-05;Volvo;V70;Halland;;
432500;Företag;Diesel;Automat;8143;2022;SUV;Fyrhjulsdriven;200;Silver;1969;2021-11-10;Volvo;XC6;Halland;;
84000;Privat;Bensin;Automat;21380;2008;Cab;Tvåhjulsdriven;170;Svart;2435 ;2008-01-18;Volvo;C70;Gävleborg;;
309000;Företag;Miljöbränsle/Hybrid;Automat;10 440;2020;Kombi;Fyrhjulsdriven;340;Vit;1969 ;2020-08-31;Volvo;V60;Gävleborg;;
289000;Företag;Diesel;Automat;12 693;2019;SUV;Fyrhjulsdriven;150 ;Vit;1969 ;2018-10-16;Volvo;XC40;Gävleborg;;
32000;Privat;Bensin;Manuell;27 036;2007;Sedan;Tvåhjulsdriven;141;Grå;2435 ;2008-06-10;Volvo;S60;Gävleborg;;
329900;Företag;Diesel;Automat;16 787;2016;SUV;Fyrhjulsdriven;225 ;Brun;1969;2015-12-30;Volvo;XC90;Gävleborg;;
259900;Företag;Diesel;Automat;7 972;2017;Sedan;Tvåhjulsdriven;150;Vit;1969 ;2017-02-08;Volvo;S90;Gävleborg;;
139950;Företag;Diesel;Automat;17 701;2014;Kombi;Tvåhjulsdriven;181 ;Svart;1969 ;2014-01-17;Volvo;V60;Gävleborg;;
75000;Privat;Diesel;Manuell;13 060;2012;Kombi;Tvåhjulsdriven;116 ;Blå;1560 ;2012-06-21;Volvo;V50;Gävleborg;;
154900;Företag;Diesel;Automat;21900;2014;Kombi;Fyrhjulsdriven;181;Vit;2400;2013-11-29;Volvo;V60;Gävleborg;;
349800;Företag;Bensin;Automat;3 665;2024;SUV;Tvåhjulsdriven;200 ;Vit;1969 ;2023-12-21;Volvo;XC40;Gävleborg;;
94900;Företag;Diesel;Manuell;21 969;2012;Kombi;Tvåhjulsdriven;116 ;Vit;1560 ;2011-06-13;Volvo;V70;Gävleborg;;
399800;Företag;Miljöbränsle/Hybrid;Automat;3 199;2022;SUV;Tvåhjulsdriven;214 ;Grå;1477;2022-02-16;Volvo;XC40;Gävleborg;;
369800;Företag;El;Automat;8 543;2022;SUV;Fyrhjulsdriven;414 ;Silver;NA;2022-04-28;Volvo;C40;Gävleborg;;
246000;Privat;Bensin;Manuell;4 850;2020;SUV;Tvåhjulsdriven;164 ;Grå;1477 ;2019-07-03;Volvo;XC40;Gävleborg;;
89900;Företag;Diesel;Manuell;19 020;2013;Kombi;Tvåhjulsdriven;116 ;Svart;1560 ;2012-11-29;Volvo;V60;Gävleborg;;
699000;Företag;Miljöbränsle/Hybrid;Automat;8 715;2023;SUV;Fyrhjulsdriven;456 ;Svart;1969 ;2023-01-24;Volvo;XC90;Gävleborg;;
439800;Företag;Miljöbränsle/Hybrid;Automat;4 549;2023;Kombi;Fyrhjulsdriven;355 ;Grå;1969 ;2022-12-29;Volvo;V90;Gävleborg;;
469500;Företag;Miljöbränsle/Hybrid;Automat;4 345;2023;SUV;Fyrhjulsdriven;355 ;Silver;1969 ;2023-03-31;Volvo;XC60;Gävleborg;;
389000;Företag;Diesel;Automat;4 657;2023;Kombi;Fyrhjulsdriven;198 ;Ljusgrå;1969 ;2022-09-15;Volvo;V60 Cross Country;Gävleborg;;
49900;Företag;Diesel;Manuell;35 600;2011;Kombi;Tvåhjulsdriven;109 ;Svart;1560 ;2010-09-30;Volvo;V70;Gävleborg;;
309000;Företag;Miljöbränsle/Hybrid;Automat;11 265;2021;Kombi;Fyrhjulsdriven;340 ;Svart;1969;2021-03-26;Volvo;V60;Gävleborg;;
169000;Företag;Diesel;Automat;18 750;2014;SUV;Fyrhjulsdriven;184 ;Svart;2400 ;2014-06-02;Volvo;XC60;Gävleborg;;
189000;Företag;Diesel;Automat;6 185;2016;Halvkombi;Tvåhjulsdriven;151 ;Svart;1969 ;2016-02-19;Volvo;V40;Gävleborg;;
52000;Privat;Diesel;Automat;46 024;2010;Kombi;Tvåhjulsdriven;176 ;Svart;2400;2010-07-01;Volvo;V70;Gävleborg;;
178900;Företag;Diesel;Automat;22 380;2014;Kombi;Fyrhjulsdriven;164 ;Vit;2400 ;2014-02-17;Volvo;XC70;Gävleborg;;
389000;Företag;Miljöbränsle/Hybrid;Automat;13 791;2022;SUV;Fyrhjulsdriven;340 ;Grå;1969;2021-12-09;Volvo;XC60;Gävleborg;;
364800;Företag;Diesel;Automat;6 772;2021;SUV;Fyrhjulsdriven;200;Vit;1969 ;2020-10-05;Volvo;XC60;Gävleborg;;
279000;Företag;Miljöbränsle/Hybrid;Automat;16 950;2022;Kombi;Fyrhjulsdriven;340 ;Svart;1969 ;2021-09-17;Volvo;V60;Gävleborg;;
300000;Privat;Diesel;Automat;14 300;2019;Kombi;Tvåhjulsdriven;200 ;Grå;1969;2019-06-14;Volvo;V60;Gävleborg;;
330900;Företag;Miljöbränsle/Hybrid;Automat;16 205;2019;SUV;Fyrhjulsdriven;392 ;Svart;1969;2018-06-08;Volvo;XC60;Gävleborg;;
294900;Företag;Bensin;Automat;11 045;2017;Kombi;Tvåhjulsdriven;255 ;Silver;1969 ;2016-09-27;Volvo;V90;Gävleborg;;
359950;Företag;Miljöbränsle/Hybrid;Automat;10 367;2022;Kombi;Fyrhjulsdriven;350 ;Vit;1969;2022-02-21;Volvo;V90;Gävleborg;;
178900;Företag;Diesel;Automat;26 622;2014;SUV;Fyrhjulsdriven;215 ;Röd;2400 ;2013-10-03;Volvo;XC60;Gävleborg;;
519500;Företag;Miljöbränsle/Hybrid;Automat;5 520;2023;SUV;Fyrhjulsdriven;355 ;Svart;1969 ;2023-08-22;Volvo;XC60;Gävleborg;;
309000;Företag;Miljöbränsle/Hybrid;Automat;11 265;2021;Kombi;Fyrhjulsdriven;340;Svart;1969 ;2021-03-26;Volvo;V60;Gävleborg;;
229000;Företag;Diesel;Automat;13 453;2019;Kombi;Tvåhjulsdriven;191 ;Vit;1969 ;2018-06-28;Volvo;V90;Gävleborg;;
318900;Företag;Diesel;Automat;15 400;2021;SUV;Fyrhjulsdriven;198 ;Silver;1969;2020-09-22;Volvo;XC60;Gävleborg;;
108000;Företag;Diesel;Automat;19 949;2013;Halvkombi;Tvåhjulsdriven;177 ;Svart;1984 ;2012-12-07;Volvo;V40;Gävleborg;;
24000;Privat;Bensin;Manuell;26 341;2004;Sedan;Tvåhjulsdriven;141 ;Grön;2435;2004-04-06;Volvo;S40;Gävleborg;;
199000;Företag;Diesel;Automat;27 000;2017;Diesel;Fyrhjulsdriven;191 ;Brun;1969 ;2017-03-21;Volvo;V90;Gävleborg;;
120000;Privat;Diesel;Automat;20 191;2014;Kombi;Tvåhjulsdriven;116 ;Svart;1560 ;2014-05-23;Volvo;V70;Gävleborg;;
54900;Företag;Diesel;Automat;44 800;2009;Kombi;Fyrhjulsdriven;185 ;Vit;2400;2008-10-22;Volvo;XC70;Gävleborg;;
99900;Företag;Diesel;Manuell;22 667;2014;Halvkombi;Tvåhjulsdriven;150 ;Röd;1984;2014-05-14;Volvo;V40 Cross Country;Gävleborg;;
359000;Företag;Miljöbränsle/Hybrid;Automat;12 733;2023;Kombi;Fyrhjulsdriven;350 ;Svart;1969 ;2022-12-02;Volvo;V60;Gävleborg;;
259000;Företag;Diesel;Automat;19 155;2019;Kombi;Fyrhjulsdriven;191 ;Mörkblå;1969 ;2018-06-28;Volvo;V90 Cross Country;Gävleborg;;
199000;Privat;Diesel;Automat;35 052;2020;Kombi;Fyrhjulsdriven;200 ;Svart;1969 ;2020-01-14;Volvo;V90 Cross Country;Gävleborg;;
399900;Företag;Miljöbränsle/Hybrid;Automat;13 964;2022;SUV;Fyrhjulsdriven;350 ;Svart;1969 ;2022-03-01;Volvo;XC60;Gävleborg;;
238900;Företag;Diesel;Automat;14 067;2018;Sedan;Tvåhjulsdriven;150 ;Grå;1969 ;2018-04-17;Volvo;S90;Gävleborg;;
100000;Privat;Diesel;Automat;32 239;2015;Kombi;Fyrhjulsdriven;181 ;Svart;2400 ;2015-02-06;Volvo;V70;Gävleborg;;
26000;Privat;Bensin;Manuell;30 500;2004;Kombi;Fyrhjulsdriven;210 ;Röd;2521 ;2003-06-19;Volvo;V70;Gävleborg;;
319900;Företag;Bensin;Automat;10400;2020;Kombi;Tvåhjulsdriven  ;191;Svart;1969;2020-06-25;Volvo;V90;Stockholm;;
294900;Företag;Diesel;Automat;19084;2020;SUV;Fyrhjulsdriven;236;Vit;1969;2019-08-15;Volvo;XC60;Stockholm;;
166800;Företag;Diesel;Automat;12816;2014;Halvkombi;Tvåhjulsdriven  ;177;Röd;1984;2014-01-10;Volvo;V40 Cross Country;Stockholm;;
384900;Företag;Miljöbränsle/Hybrid;Automat;6374;2021;Kombi;Fyrhjulsdriven;342;Svart;1969;2020-12-15;Volvo;V60;Stockholm;;
14500;Privat;Bensin;Manuell;35473;2004;Sedan;Tvåhjulsdriven  ;141;Grön;2435;2004-04-05;Volvo;S40;Stockholm;;
49000;Företag;Diesel;Manuell;14501;2006;Kombi;Tvåhjulsdriven  ;136;Blå;1997;2006-05-15;Volvo;V50;Stockholm;;
299900;Företag;Miljöbränsle/Hybrid;Automat;16000;2020;SUV;Fyrhjulsdriven;392;Vit;1969;2020-06-30;Volvo;XC60;Stockholm;;
289900;Företag;Diesel;Automat;12230;2020;Kombi;Fyrhjulsdriven;191;Grå;1969;2019-10-04;Volvo;V60 Cross Country;Stockholm;;
369800;Företag;Diesel;Automat;5431;2022;Kombi;Fyrhjulsdriven;198;Grå;1969;2021-12-22;Volvo;V90;Stockholm;;
126000;Företag;Diesel;Automat;17261;2015;SUV;Fyrhjulsdriven;136;Svart;1984;2019-05-09;Volvo;XC60;Stockholm;;
449800;Företag;Hybrid;Automat;5013;2022;Sedan;Tvåhjulsdriven  ;406;svart;1969;2022-11-03;Volvo;S60;Stockholm;;
109900;Företag;Bensin;Automat;12029;2012;Sedan;Tvåhjulsdriven  ;150;Ljusbrun;1596;2012-09-05;Volvo;S60;Stockholm;;
164900;Företag;Diesel;Automat;12492;2014;Kombi;Tvåhjulsdriven  ;181;Svart;1969;2014-05-23;Volvo;V60;Stockholm;;
158900;Företag;Diesel;Automat;11516;2017;Kombi;Tvåhjulsdriven  ;120;Grå;1969;2017-01-30;Volvo;V40;Stockholm;;
94900;Företag;Diesel;Manuell;13661;2012;Kombi;Tvåhjulsdriven  ;116;Svart;1560;2012-04-26;Volvo;V50;Stockholm;;
86500;Företag;Diesel;Automat;29942;2014;HalvKombi;Tvåhjulsdriven  ;116;Brun;1560;2013-12-30;Volvo;V40;Stockholm;;
169900;Företag;Diesel;Automat;21804;2016;SUV;Fyrhjulsdriven;192;svart;2400;2015-12-15;Volvo;XC60;Stockholm;;
179900;Företag;Hybrid;Automat;14165;2018;Kombi;Tvåhjulsdriven  ;245;vit;1969;2018-04-20;Volvo;V60 ;Stockholm;;
389900;Företag;Hybrid;Automat;12209;2022;SUV;Fyrhjulsdriven;350;Svart;1969;2022-02-08;Volvo;XC60;Stockholm;;
204900;Företag;Diesel;Automat;16002;2016;SUV;Fyrhjulsdriven;191;Blå;2400;2015-08-06;Volvo;XC60;Stockholm;;
179900;Företag;Bensin;Manuell;8905;2015;Kombi;Tvåhjulsdriven  ;180;Ljusbrun;1596;2014-10-30;Volvo;V70;Stockholm;;
639900;Företag;Hybrid;Automat;4785;2024;SUV;Fyrhjulsdriven;463;Grå;1969;2023-09-29;Volvo;XC60;Stockholm;;
464900;Företag;El;Automat;3507;2024;SUV;Tvåhjulsdriven  ;256;Silver;NA;2023-12-12;Volvo;XC40;Stockholm;;
399900;Företag;Hybrid;Automat;4326;2023;SUV;Tvåhjulsdriven  ;266;Grå;1477;2023-08-06;Volvo;XC40;Stockholm;;
364900;Företag;Diesel;Automat;9031;2020;Kombi;Fyrhjulsdriven;150;Vit;1969;2020-02-19;Volvo;V60 ;Stockholm;;
179900;Företag;Diesel;Automat;18900;2015;SUV;Fyrhjulsdriven;181;Silver;2400;2014-12-22;Volvo;XC60;Stockholm;;
359900;Företag;Diesel;Automat;5700;2023;Kombi;Fyrhjulsdriven;198;Blå;1969;2023-12-04;Volvo;V60 ;Stockholm;;
464900;Företag;El;Automat;3507;2024;SUV;Tvåhjulsdriven  ;256;Silver;NA;2023-12-12;Volvo;XC40;Stockholm;;
278900;Företag;Diesel;Automat;9862;2020;Kombi;Fyrhjulsdriven;191;Svart;1969;2020-03-08;Volvo;V60;Stockholm;;
699900;Företag;Diesel;Automat;2602;2024;SUV;Fyrhjulsdriven;238;Grå;1969;2023-07-20;Volvo;XC90;Stockholm;;
19000;Privat;Bensin;Automat;267910;2001;Kombi;Tvåhjulsdriven  ;165;Grå;1948;2000-07-17;Volvo;V40 ;Stockholm;;
75000;Privat;Bensin;Automat;19978;2010;Kombi;Fyrhjulsdriven;230;Röd;1521;2009-08-27;Volvo;V50;Stockholm;;
119900;Företag;Bensin;Automat;22100;2012;SUV;Tvåhjulsdriven  ;240;Brun;1999;2011-08-11;Volvo;XC60;Stockholm;;
245800;Företag;Diesel;Automat;8563;2017;SUV;Fyrhjulsdriven;191;Silver;2400;2017-08-11;Volvo;XC60;Stockholm;;
344900;Företag;Diesel;Automat;9 329;2020;Kombi;Fyrhjulsdriven;191;vit;1969;2019-12-25;Volvo;V90 Cross Country;Stockholm;;
439900;Företag;El;Automat;2 594;2024;SUV;Tvåhjulsdriven  ;256;Blå;NA;2023-11-23;Volvo;XC40;Stockholm;;
27900;Privat;Bensin;Manuell;26000;2004;Kombi;Tvåhjulsdriven  ;170;Silver;1969;2023-11-23;Volvo;V70;Stockholm;;
499900;Företag;Miljöbränsle/Hybrid;Automat;5828;2022;SUV;Fyrhjulsdriven;350;Svart;1969;2022-03-31;Volvo;XC60;Stockholm;;
274900;Företag;Miljöbränsle/Hybrid;Automat;12513;2021;Kombi;Fyrhjulsdriven;344;Röd;1969;2021-03-02;Volvo;V60;Stockholm;;
1039000;Företag;Miljöbränsle/Hybrid;Automat;00 000;2025;SUV;Fyrhjulsdriven;463;Blå;1969;2023-11-23;Volvo;XC90;Stockholm;;
169900;Företag;Diesel;Manuell;12316;2015;Kombi;Tvåhjulsdriven  ;181;Blå;1969;2015-04-29;Volvo;V60;Stockholm;;
897900;Företag;Miljöbränsle/Hybrid;Automat;00 000;2025;SUV;Fyrhjulsdriven;461;Svart;1969;2021-03-02;Volvo;XC90;Stockholm;;
359700;Företag;El;Automat;3837;2023;SUV;Tvåhjulsdriven  ;232;Svart;NA;2022-10-21;Volvo;C40;Stockholm;;
179900;Företag;Bensin;Manuell;8905;2015;Kombi;Tvåhjulsdriven  ;180;Ljusbrun;1969;2014-10-30;Volvo;V70;Stockholm;;
204900;Företag;Diesel;Automat;16002;2016;SUV;Fyrhjulsdriven;191;Blå;2400;2015-08-06;Volvo;XC60;Stockholm;;
359700;Företag;Miljöbränsle/Hybrid;Automat;11870;2022;Kombi;Fyrhjulsdriven;350;Svart;1969;2022-02-22;Volvo;V90;Stockholm;;
1142900;Företag;El;Automat;0;2025;SUV;Fyrhjulsdriven;414;Grå;NA;2024-08-13;Volvo;EX90;Stockholm;;
269900;Företag;Bensin;Manuell;2209;2021;SUV;Tvåhjulsdriven  ;131;Svart;1477;2021-02-15;Volvo;XC40;Stockholm;;
599900;Företag;Miljöbränsle/Hybrid;Automat;2482;2025;SUV;Fyrhjulsdriven;355;Vit;1969;2024-08-13;Volvo;XC60;Stockholm;;
309000;Företag;Bensin;Manuell;NA;1967;Sedan;Tvåhjulsdriven  ;97;Röd;1969;1967-02-17;Volvo;S90;Stockholm;;
154900;Företag;Bensin;Manuell;21408;2016;Kombi;Tvåhjulsdriven;191;Silver;1969;2015-12-01;Volvo;V70;Göteborg;;
169900;Företag;Diesel;Automat;9340;2015;Kombi;Tvåhjulsdriven;116;Vit;1560;2014-12-03;Volvo;V40 Cross Country;Göteborg;;
398700;Företag;Miljöbränsle/Hybrid;Automat;6570;2022;Kombi;Fyrhjulsdriven;253;Mörkblå;1969;2022-05-05;Volvo;V60;Göteborg;;
287800;Företag;Diesel;Automat;9950;2020;Kombi;Tvåhjulsdriven;191;Svart;1969;2020-04-01;Volvo;V90;Göteborg;;
268800;Företag;Miljöbränsle/Hybrid;Automat;17001;2021;Kombi;Fyrhjulsdriven;198;Svart;1969;2021-02-25;Volvo;V60 Cross Country;Göteborg;;
245000;Företag;Diesel;Automat;12001;2017;SUV;Fyrhjulsdriven;221;Röd;2400;2017-06-30;Volvo;XC60;Göteborg;;
69000;Privat;Diesel;Manuell;30900;2012;Kombi;Tvåhjulsdriven;116;Svart;1560;2011-07-13;Volvo;V60;Göteborg;;
114900;Företag;Diesel;Manuell;15811;2013;Halvkombi;Tvåhjulsdriven;116;ljusgrå;1560;2013-02-22;Volvo;V40;Göteborg;;
419900;Företag;Miljöbränsle/Hybrid;Automat;15200;2018;SUV;Fyrhjulsdriven;407;Mörkbrun;1969;2017-11-06;Volvo;XC90;Göteborg;;
164900;Företag;Diesel;Automat;17196;2016;Kombi;Tvåhjulsdriven;181;Svart;1969;2015-12-30;Volvo;V70;Göteborg;;
174900;Företag;Diesel;Automat;13232;2017;Halvkombi;Tvåhjulsdriven;150;Ljusbrun;1969;2016-12-29;Volvo;V40 Cross Country;Göteborg;;
129900;Företag;Diesel;Manuell;27563;2015;Kombi;Fyrhjulsdriven;181;Svart;2400;2014-06-25;Volvo;XC70;Göteborg;;
444900;Företag;Miljöbränsle/Hybrid;Automat;6882;2021;SUV;Fyrhjulsdriven;340;Svart;1969;2020-12-18;Volvo;XC60;Göteborg;;
329900;Företag;Diesel;Automat;11999;2020;Kombi;Fyrhjulsdriven;198;Svart;1969;2020-04-09;Volvo;XC60;Göteborg;;
129900;Företag;Bensin;Manuell;13561;2015;Halvkombi;Tvåhjulsdriven;150;Grå;1596;2014-11-26;Volvo;V40;Göteborg;;
124900;Företag;Diesel;Automat;21325;2014;Kombi;Tvåhjulsdriven;136;Svart;1984;2014-03-26;Volvo;V70;Göteborg;;
134900;Företag;Diesel;Automat;6246;2012;Kombi;Tvåhjulsdriven;150;Röd;1984;2011-09-08;Volvo;V50;Göteborg;;
189900;Företag;Diesel;Automat;19260;2017;SUV;Fyrhjulsdriven;221;Vit;2400;2016-11-08;Volvo;XC60;Göteborg;;
120000;Företag;Diesel;Manuell;15519;2016;Halvkombi;Tvåhjulsdriven;120;Vit;1969;2015-12-29;Volvo;V40;Göteborg;;
65000;Företag;Diesel;Manuell;32000;2011;Kombi;Tvåhjulsdriven;164;Svart;1984;2011-04-15;Volvo;V70;Göteborg;;
344000;Företag;Diesel;Automat;8 652;2021;Kombi;Fyrhjulsdriven;240;Mörkblå;1969;2021-02-12;Volvo;V60 Cross Country;Göteborg;;
329900;Företag;Diesel;Automat;15177;2018;SUV;Fyrhjulsdriven;191;Svart;1969;2018-01-12;Volvo;XC60;Göteborg;;
25000;Företag;Bensin;Manuell;31061;2007;Kombi;Tvåhjulsdriven;170;Svart;2435;2006-12-01;Volvo;V70;Göteborg;;
74000;Privat;Diesel;Automat;27 540;2007;Kombi;Fyrhjulsdriven;185;Blå;2435;2006-11-01;Volvo;XC70;Göteborg;;
409900;Företag;Bensin;Automat;5512;2023;SUV;Fyrhjulsdriven;253;Mörkblå;1969;2022-06-10;Volvo;XC60;Göteborg;;
419000;Företag;Bensin;Automat;9 728;2018;SUV;Fyrhjulsdriven;257;Silver;1969;2017-11-22;Volvo;XC90;Göteborg;;
179000;Företag;Bensin;Automat;14249;2017;Halvkombi;Tvåhjulsdriven;153;Mörkblå;1498;2016-06-20;Volvo;V40;Göteborg;;
20000;Privat;Bensin;Manuell;22460;2000;Kombi;Tvåhjulsdriven;170;Grå;2453;2000-04-11;Volvo;V70;Göteborg;;
174800;Företag;Diesel;Manuell;18800;2018;Kombi;Tvåhjulsdriven;200;Svart;1969;2017-11-22;Volvo;V60;Göteborg;;
429900;Företag;Bensin;Automat;3 377;2023;Sedan;Tvåhjulsdriven;253;Grå;1969;2023-07-18;Volvo;S60;Göteborg;;
339900;Företag;Miljöbränsle/Hybrid;Automat;12 359;2018;Sedan;Fyrhjulsdriven;412;Blå;1969;2018-03-26;Volvo;S90;Göteborg;;
599900;Företag;Miljöbränsle/Hybrid;Automat;3 117;2023;Kombi;Fyrhjulsdriven;463;Vit;1969;2023-08-31;Volvo;V90;Göteborg;;
429900;Företag;El;Automat;2 15;2024;SUV;Tvåhjulsdriven;241;Grå;NA;2024-02-06;Volvo;XC40;Göteborg;;
459900;Företag;Miljöbränsle/Hybrid;Automat;1713;2024;Kombi;Fyrhjulsdriven;355;Svart;1969;2023-12-21;Volvo;V90;Göteborg;;
459900;Företag;Miljöbränsle/Hybrid;Automat;1672;2024;Kombi;Fyrhjulsdriven;355;Vit;1969;2023-12-21;Volvo;V90;Göteborg;;
339900;Företag;Diesel;Automat;9262;2022;Kombi;Fyrhjulsdriven;198;Vit;1969;2022-02-11;Volvo;V60 Cross Country;Göteborg;;
339900;Företag;Miljöbränsle/Hybrid;Automat;9828;2021;Sedan ;Fyrhjulsdriven;398;Svart;1969;2020-10-28;Volvo;S60;Göteborg;;
469900;Företag;Miljöbränsle/Hybrid;Automat;7 900;2023;SUV;Fyrhjulsdriven;355;Grå;1969;2023-04-27;Volvo;XC60;Göteborg;;
91000;Företag;Diesel;Automat;23631;2013;Kombi;Tvåhjulsdriven;116;Svart;1560;2012-09-26;Volvo;V60 ;Göteborg;;
199900;Företag;Diesel;Automat;11324;2018;Sedan ;Tvåhjulsdriven;150;Vit;1969;2018-06-25;Volvo;S60;Göteborg;;
319900;Företag;Diesel;Automat;8166;2021;Kombi;Fyrhjulsdriven;344;Svart;1969;2021-02-17;Volvo;V60 ;Göteborg;;
364900;Företag;Miljöbränsle/Hybrid;Automat;4642;2020;SUV;Tvåhjulsdriven;266;Mörkblå;1447;2020-06-12;Volvo;XC40;Göteborg;;
124900;Företag;Diesel;Automat;22399;2013;SUV;Tvåhjulsdriven;164;Röd;2400;2012-10-05;Volvo;XC90;Göteborg;;
629900;Företag;Diesel;Automat;7 659;2022;SUV;Fyrhjulsdriven;236;Silver;1969;2022-06-21;Volvo;XC60;Göteborg;;
39000;Företag;Diesel;Automat;44546;2011;Kombi;Tvåhjulsdriven;164;Svart;1984;2010-08-30;Volvo;V70;Göteborg;;
849000;Företag;Miljöbränsle/Hybrid;Automat;1 847;2024;SUV;Fyrhjulsdriven;456;Grå;1969;2024-03-12;Volvo;XC90;Göteborg;;
